#,PAIR,AMOUNT,PRICE,FEE,FEE PERC,FEE CURRENCY,DATE,ORDER ID
38544226,ETH/USD,2,359.8,-0.004,0.20%,ETH,19-06-17 17:10:32,2829640856
38544219,ETH/USD,1,359.7,-0.002,0.20%,ETH,19-06-17 17:10:32,2829640856
38544192,ETH/USD,0.01797857,358.3,-0.00003596,0.20%,ETH,19-06-17 17:10:32,2829640856
38544254,ETH/USD,0.42494362,361,-0.00084989,0.20%,ETH,19-06-17 17:10:32,2829640856
38544246,ETH/USD,0.99431511,360.26,-0.00198863,0.20%,ETH,19-06-17 17:10:32,2829640856
38544240,ETH/USD,0.68813,360,-0.00137626,0.20%,ETH,19-06-17 17:10:32,2829640856
38544238,ETH/USD,0.5,360,-0.001,0.20%,ETH,19-06-17 17:10:32,2829640856
38544221,ETH/USD,1.01386372,359.71,-0.00202773,0.20%,ETH,19-06-17 17:10:32,2829640856
38544216,ETH/USD,30,359.5,-0.06,0.20%,ETH,19-06-17 17:10:32,2829640856
38544215,ETH/USD,3.78069,359.43,-0.00756138,0.20%,ETH,19-06-17 17:10:32,2829640856
38544214,ETH/USD,73.36772675,359.4,-0.14673545,0.20%,ETH,19-06-17 17:10:32,2829640856
38544205,ETH/USD,14.07803096,359,-0.02815606,0.20%,ETH,19-06-17 17:10:32,2829640856
38544183,ETH/USD,0.01246019,358.2,-0.00002492,0.20%,ETH,19-06-17 17:10:32,2829640856
38544172,ETH/USD,0.01221092,357.97,-0.00002442,0.20%,ETH,19-06-17 17:10:32,2829640856
38544242,ETH/USD,50,360,-0.1,0.20%,ETH,19-06-17 17:10:32,2829640856
38544239,ETH/USD,1,360,-0.002,0.20%,ETH,19-06-17 17:10:32,2829640856
38544210,ETH/USD,3,359.16,-0.006,0.20%,ETH,19-06-17 17:10:32,2829640856
38544195,ETH/USD,0.21121504,358.5,-0.00042243,0.20%,ETH,19-06-17 17:10:32,2829640856
38544194,ETH/USD,13.845,358.45,-0.02769,0.20%,ETH,19-06-17 17:10:32,2829640856
38544191,ETH/USD,0.01777026,358.29,-0.00003554,0.20%,ETH,19-06-17 17:10:32,2829640856
38544187,ETH/USD,0.01240337,358.24,-0.00002481,0.20%,ETH,19-06-17 17:10:32,2829640856
38544186,ETH/USD,0.01525326,358.23,-0.00003051,0.20%,ETH,19-06-17 17:10:32,2829640856
38544175,ETH/USD,0.01224627,357.98,-0.00002449,0.20%,ETH,19-06-17 17:10:32,2829640856
38544173,ETH/USD,7.52,357.97,-0.01504,0.20%,ETH,19-06-17 17:10:32,2829640856
38544244,ETH/USD,1.04270058,360.06,-0.0020854,0.20%,ETH,19-06-17 17:10:32,2829640856
38544243,ETH/USD,0.98872091,360.06,-0.00197744,0.20%,ETH,19-06-17 17:10:32,2829640856
38544211,ETH/USD,1.2849,359.16,-0.0025698,0.20%,ETH,19-06-17 17:10:32,2829640856
38544178,ETH/USD,0.0122391,358,-0.00002448,0.20%,ETH,19-06-17 17:10:32,2829640856
38544253,ETH/USD,2,361,-0.004,0.20%,ETH,19-06-17 17:10:32,2829640856
38544245,ETH/USD,100,360.17,-0.2,0.20%,ETH,19-06-17 17:10:32,2829640856
38544209,ETH/USD,2.94274569,359.15,-0.00588549,0.20%,ETH,19-06-17 17:10:32,2829640856
38544188,ETH/USD,0.01229189,358.26,-0.00002458,0.20%,ETH,19-06-17 17:10:32,2829640856
38544137,ETH/USD,8.044107,357.88,-0.00321764,0.04%,ETH,19-06-17 17:09:58,2829637062
38544130,ETH/USD,1.11,357.88,-0.000444,0.04%,ETH,19-06-17 17:09:55,2829637062
38544131,ETH/USD,1,357.88,-0.0004,0.04%,ETH,19-06-17 17:09:55,2829637062
38544128,ETH/USD,0.1,357.88,-0.0002,0.20%,ETH,19-06-17 17:09:54,2829637062
38543801,ETH/USD,0.04273743,357.95,-0.00008547,0.20%,ETH,19-06-17 17:05:38,2829609418
38543759,ETH/USD,0.01244967,357.32,-0.0000249,0.20%,ETH,19-06-17 17:05:30,2829608484
38543771,ETH/USD,0.01241237,357.44,-0.00002482,0.20%,ETH,19-06-17 17:05:30,2829608484
38543772,ETH/USD,0.32426039,357.95,-0.00064852,0.20%,ETH,19-06-17 17:05:30,2829608484
38543756,ETH/USD,0.02355488,357.29,-0.00004711,0.20%,ETH,19-06-17 17:05:30,2829608484
38543764,ETH/USD,0.01510344,357.38,-0.00003021,0.20%,ETH,19-06-17 17:05:30,2829608484
38543760,ETH/USD,10.81144573,357.33,-0.02162289,0.20%,ETH,19-06-17 17:05:30,2829608484
38543758,ETH/USD,0.02626899,357.31,-0.00005254,0.20%,ETH,19-06-17 17:05:30,2829608484
38543774,ETH/USD,6,357.97,-0.012,0.20%,ETH,19-06-17 17:05:30,2829608484
38543751,ETH/USD,0.1,356.97,-0.0002,0.20%,ETH,19-06-17 17:05:30,2829608484
38543775,ETH/USD,6.39971668,357.97,-0.01279943,0.20%,ETH,19-06-17 17:05:30,2829608484
38543769,ETH/USD,0.0122207,357.42,-0.00002444,0.20%,ETH,19-06-17 17:05:30,2829608484
38543768,ETH/USD,0.01228097,357.41,-0.00002456,0.20%,ETH,19-06-17 17:05:30,2829608484
38543753,ETH/USD,2.51650444,357.23,-0.00503301,0.20%,ETH,19-06-17 17:05:30,2829608484
38543770,ETH/USD,0.00160284,357.43,-0.00000321,0.20%,ETH,19-06-17 17:05:30,2829608484
38543767,ETH/USD,0.01243433,357.4,-0.00002487,0.20%,ETH,19-06-17 17:05:30,2829608484
38543761,ETH/USD,0.01226969,357.35,-0.00002454,0.20%,ETH,19-06-17 17:05:30,2829608484
38543755,ETH/USD,0.02088099,357.28,-0.00004176,0.20%,ETH,19-06-17 17:05:30,2829608484
38543750,ETH/USD,0.42317631,356.97,-0.00084635,0.20%,ETH,19-06-17 17:05:30,2829608484
38543765,ETH/USD,0.1,357.38,-0.0002,0.20%,ETH,19-06-17 17:05:30,2829608484
38543757,ETH/USD,0.01250409,357.3,-0.00002501,0.20%,ETH,19-06-17 17:05:30,2829608484
38543752,ETH/USD,1,357,-0.002,0.20%,ETH,19-06-17 17:05:30,2829608484
38543773,ETH/USD,51.247,357.96,-0.102494,0.20%,ETH,19-06-17 17:05:30,2829608484
38543766,ETH/USD,0.0264143,357.39,-0.00005283,0.20%,ETH,19-06-17 17:05:30,2829608484
38543763,ETH/USD,0.02084884,357.37,-0.0000417,0.20%,ETH,19-06-17 17:05:30,2829608484
38543754,ETH/USD,2.64167364,357.27,-0.00528335,0.20%,ETH,19-06-17 17:05:30,2829608484
38543762,ETH/USD,0.01233464,357.36,-0.00002467,0.20%,ETH,19-06-17 17:05:30,2829608484
38543697,ETH/USD,31.02040786,356.58,-0.01240816,0.04%,ETH,19-06-17 17:04:29,2829560391
38543339,ETH/USD,0.1,356.57,-0.071314,0.20%,USD,19-06-17 16:58:20,2829560391
38356528,ETH/USD,-267.98754031,339.1,-0.53597508,0.20%,ETH,18-06-17 20:02:19,2822248016
38356526,ETH/USD,-0.172726,339.22,-0.00034545,0.20%,ETH,18-06-17 20:02:19,2822248016
38356514,ETH/USD,-0.1,340,-0.0002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356502,ETH/USD,-30,340,-0.06,0.20%,ETH,18-06-17 20:02:19,2822248016
38356478,ETH/USD,-62.21064177,344,-0.12442128,0.20%,ETH,18-06-17 20:02:19,2822248016
38356490,ETH/USD,-178.35864112,341.88,-0.35671728,0.20%,ETH,18-06-17 20:02:19,2822248016
38356469,ETH/USD,-50,344.5,-0.1,0.20%,ETH,18-06-17 20:02:19,2822248016
38356512,ETH/USD,-20,340,-0.04,0.20%,ETH,18-06-17 20:02:19,2822248016
38356503,ETH/USD,-0.01,340,-0.00002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356487,ETH/USD,-1,342,-0.002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356484,ETH/USD,-28.90977304,342.04,-0.05781955,0.20%,ETH,18-06-17 20:02:19,2822248016
38356476,ETH/USD,-0.01322749,344.03,-0.00002645,0.20%,ETH,18-06-17 20:02:19,2822248016
38356506,ETH/USD,-0.04,340,-0.00008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356485,ETH/USD,-27.834,342.04,-0.055668,0.20%,ETH,18-06-17 20:02:19,2822248016
38356475,ETH/USD,-0.01342644,344.04,-0.00002685,0.20%,ETH,18-06-17 20:02:19,2822248016
38356466,ETH/USD,-0.38025478,344.53,-0.00076051,0.20%,ETH,18-06-17 20:02:19,2822248016
38356524,ETH/USD,-0.26,339.74,-0.00052,0.20%,ETH,18-06-17 20:02:19,2822248016
38356508,ETH/USD,-2,340,-0.004,0.20%,ETH,18-06-17 20:02:19,2822248016
38356480,ETH/USD,-11,343.7,-0.022,0.20%,ETH,18-06-17 20:02:19,2822248016
38356497,ETH/USD,-1,341,-0.002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356473,ETH/USD,-0.1,344.09,-0.0002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356527,ETH/USD,-247.99475,339.11,-0.4959895,0.20%,ETH,18-06-17 20:02:19,2822248016
38356492,ETH/USD,-11,341.49,-0.022,0.20%,ETH,18-06-17 20:02:19,2822248016
38356463,ETH/USD,-0.19215211,344.57,-0.0003843,0.20%,ETH,18-06-17 20:02:19,2822248016
38356517,ETH/USD,-0.5,340,-0.001,0.20%,ETH,18-06-17 20:02:19,2822248016
38356479,ETH/USD,-13.3821,344,-0.0267642,0.20%,ETH,18-06-17 20:02:19,2822248016
38356464,ETH/USD,-0.0133718,344.55,-0.00002674,0.20%,ETH,18-06-17 20:02:19,2822248016
38356525,ETH/USD,-0.04,339.58,-0.00008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356516,ETH/USD,-3,340,-0.006,0.20%,ETH,18-06-17 20:02:19,2822248016
38356513,ETH/USD,-4,340,-0.008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356470,ETH/USD,-8.0292,344.5,-0.0160584,0.20%,ETH,18-06-17 20:02:19,2822248016
38356467,ETH/USD,-0.01313453,344.52,-0.00002627,0.20%,ETH,18-06-17 20:02:19,2822248016
38356520,ETH/USD,-0.6171134,340,-0.00123423,0.20%,ETH,18-06-17 20:02:19,2822248016
38356498,ETH/USD,-0.15,340.5,-0.0003,0.20%,ETH,18-06-17 20:02:19,2822248016
38356482,ETH/USD,-4.38394893,342.55,-0.0087679,0.20%,ETH,18-06-17 20:02:19,2822248016
38356522,ETH/USD,-11,339.97,-0.022,0.20%,ETH,18-06-17 20:02:19,2822248016
38356511,ETH/USD,-0.0105,340,-0.000021,0.20%,ETH,18-06-17 20:02:19,2822248016
38356504,ETH/USD,-0.04,340,-0.00008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356499,ETH/USD,-4.2791,340.47,-0.0085582,0.20%,ETH,18-06-17 20:02:19,2822248016
38356494,ETH/USD,-100,341.45,-0.2,0.20%,ETH,18-06-17 20:02:19,2822248016
38356493,ETH/USD,-10.13,341.46,-0.02026,0.20%,ETH,18-06-17 20:02:19,2822248016
38356472,ETH/USD,-0.01325942,344.1,-0.00002652,0.20%,ETH,18-06-17 20:02:19,2822248016
38356468,ETH/USD,-0.01320803,344.51,-0.00002642,0.20%,ETH,18-06-17 20:02:19,2822248016
38356507,ETH/USD,-1,340,-0.002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356486,ETH/USD,-1.600384,342,-0.00320077,0.20%,ETH,18-06-17 20:02:19,2822248016
38356477,ETH/USD,-0.01338199,344.02,-0.00002676,0.20%,ETH,18-06-17 20:02:19,2822248016
38356523,ETH/USD,-1.85228076,339.9,-0.00370456,0.20%,ETH,18-06-17 20:02:19,2822248016
38356505,ETH/USD,-0.04,340,-0.00008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356496,ETH/USD,-100,341,-0.2,0.20%,ETH,18-06-17 20:02:19,2822248016
38356495,ETH/USD,-20.0945,341.45,-0.040189,0.20%,ETH,18-06-17 20:02:19,2822248016
38356489,ETH/USD,-0.1,341.89,-0.0002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356488,ETH/USD,-50,342,-0.1,0.20%,ETH,18-06-17 20:02:19,2822248016
38356501,ETH/USD,-0.5,340,-0.001,0.20%,ETH,18-06-17 20:02:19,2822248016
38356483,ETH/USD,-11,342.54,-0.022,0.20%,ETH,18-06-17 20:02:19,2822248016
38356465,ETH/USD,-0.01330103,344.54,-0.0000266,0.20%,ETH,18-06-17 20:02:19,2822248016
38356519,ETH/USD,-0.04,340,-0.00008,0.20%,ETH,18-06-17 20:02:19,2822248016
38356515,ETH/USD,-0.125,340,-0.00025,0.20%,ETH,18-06-17 20:02:19,2822248016
38356510,ETH/USD,-3,340,-0.006,0.20%,ETH,18-06-17 20:02:19,2822248016
38356509,ETH/USD,-0.01,340,-0.00002,0.20%,ETH,18-06-17 20:02:19,2822248016
38356500,ETH/USD,-48.77940717,340,-0.09755881,0.20%,ETH,18-06-17 20:02:19,2822248016
38356491,ETH/USD,-9.87,341.5,-0.01974,0.20%,ETH,18-06-17 20:02:19,2822248016
38356474,ETH/USD,-0.01914711,344.06,-0.00003829,0.20%,ETH,18-06-17 20:02:19,2822248016
38356521,ETH/USD,-5,340,-0.01,0.20%,ETH,18-06-17 20:02:19,2822248016
38356518,ETH/USD,-5.95409746,340,-0.01190819,0.20%,ETH,18-06-17 20:02:19,2822248016
38356481,ETH/USD,-1.182,342.84,-0.002364,0.20%,ETH,18-06-17 20:02:19,2822248016
38356471,ETH/USD,-0.01345982,344.12,-0.00002692,0.20%,ETH,18-06-17 20:02:19,2822248016
37669089,ETH/USD,5.63126245,291.56,-0.01126252,0.20%,ETH,15-06-17 13:24:09,2795860942
37669087,ETH/USD,20,290.25,-0.04,0.20%,ETH,15-06-17 13:24:09,2795860942
37669085,ETH/USD,13.8742807,290.18,-0.02774856,0.20%,ETH,15-06-17 13:24:09,2795860942
37669084,ETH/USD,0.02896131,290.18,-0.00005792,0.20%,ETH,15-06-17 13:24:09,2795860942
37669088,ETH/USD,0.85461267,290.27,-0.00170923,0.20%,ETH,15-06-17 13:24:09,2795860942
37669090,ETH/USD,93.61088287,291.67,-0.05616653,0.06%,ETH,15-06-17 13:24:09,2795860942
37669086,ETH/USD,16,290.2,-0.032,0.20%,ETH,15-06-17 13:24:09,2795860942
37668794,ETH/USD,50.16497128,292.3,-0.10032994,0.20%,ETH,15-06-17 13:22:25,2795851333
37668790,ETH/USD,35.32384462,290.41,-0.07064769,0.20%,ETH,15-06-17 13:22:25,2795851333
37668792,ETH/USD,14.5011841,292.29,-0.02900237,0.20%,ETH,15-06-17 13:22:25,2795851333
37668793,ETH/USD,0.01,292.3,-0.00002,0.20%,ETH,15-06-17 13:22:25,2795851333
37668791,ETH/USD,100,292.28,-0.06,0.06%,ETH,15-06-17 13:22:25,2795851333
37621275,ETH/USD,0.0668,332.96,-0.0001336,0.20%,ETH,15-06-17 08:23:56,2793843159
37621274,ETH/USD,6.9332,332.95,-0.0138664,0.20%,ETH,15-06-17 08:23:56,2793843159
37621179,ETH/USD,20,332.98,-0.04,0.20%,ETH,15-06-17 08:22:21,2793831193
37621166,ETH/USD,0.2,332,-0.0004,0.20%,ETH,15-06-17 08:22:21,2793831193
37621165,ETH/USD,44.802,331.99,-0.089604,0.20%,ETH,15-06-17 08:22:21,2793831193
37621176,ETH/USD,11.6208,332.79,-0.0232416,0.20%,ETH,15-06-17 08:22:21,2793831193
37621177,ETH/USD,0.23745412,332.81,-0.00047491,0.20%,ETH,15-06-17 08:22:21,2793831193
37621163,ETH/USD,0.2,331.81,-0.0004,0.20%,ETH,15-06-17 08:22:21,2793831193
37621170,ETH/USD,0.38436229,332.19,-0.00076872,0.20%,ETH,15-06-17 08:22:21,2793831193
37621174,ETH/USD,6.9725,332.78,-0.013945,0.20%,ETH,15-06-17 08:22:21,2793831193
37621178,ETH/USD,9.98,332.97,-0.01996,0.20%,ETH,15-06-17 08:22:21,2793831193
37621168,ETH/USD,0.25,332,-0.0005,0.20%,ETH,15-06-17 08:22:21,2793831193
37621171,ETH/USD,10.6302603,332.2,-0.02126052,0.20%,ETH,15-06-17 08:22:21,2793831193
37621167,ETH/USD,0.1,332,-0.0002,0.20%,ETH,15-06-17 08:22:21,2793831193
37621172,ETH/USD,0.26483321,332.25,-0.00052967,0.20%,ETH,15-06-17 08:22:21,2793831193
37621175,ETH/USD,45,332.78,-0.09,0.20%,ETH,15-06-17 08:22:21,2793831193
37621181,ETH/USD,70.54986755,333,-0.14109974,0.20%,ETH,15-06-17 08:22:21,2793831193
37621173,ETH/USD,0.11892253,332.26,-0.00023785,0.20%,ETH,15-06-17 08:22:21,2793831193
37621180,ETH/USD,0.1,333,-0.0002,0.20%,ETH,15-06-17 08:22:21,2793831193
37621169,ETH/USD,4,332,-0.008,0.20%,ETH,15-06-17 08:22:21,2793831193
37621164,ETH/USD,14.589,331.99,-0.029178,0.20%,ETH,15-06-17 08:22:21,2793831193
37620936,ETH/USD,0.01,330,-0.00002,0.20%,ETH,15-06-17 08:21:15,2793824290
37620933,ETH/USD,0.01,329.99,-0.00002,0.20%,ETH,15-06-17 08:21:15,2793824290
37620931,ETH/USD,0.01633333,329.95,-0.00003267,0.20%,ETH,15-06-17 08:21:15,2793824290
37620934,ETH/USD,160.26269518,330,-0.32052539,0.20%,ETH,15-06-17 08:21:15,2793824290
37620935,ETH/USD,3,330,-0.006,0.20%,ETH,15-06-17 08:21:15,2793824290
37620932,ETH/USD,0.1,329.98,-0.0002,0.20%,ETH,15-06-17 08:21:15,2793824290
37602788,ETH/USD,32.37737684,308.15,-0.06475475,0.20%,ETH,15-06-17 06:48:45,2793280500
37602786,ETH/USD,0.00962316,307.82,-0.00001925,0.20%,ETH,15-06-17 06:48:45,2793280500
37602787,ETH/USD,67.613,308.14,-0.135226,0.20%,ETH,15-06-17 06:48:45,2793280500
37602627,ETH/USD,55,308.88,-0.11,0.20%,ETH,15-06-17 06:48:02,2793275475
37602622,ETH/USD,80.21077253,307.82,-0.16042155,0.20%,ETH,15-06-17 06:48:02,2793275475
37602628,ETH/USD,0.56488492,308.97,-0.00112977,0.20%,ETH,15-06-17 06:48:02,2793275475
37602623,ETH/USD,9.30288844,307.83,-0.01860578,0.20%,ETH,15-06-17 06:48:02,2793275475
37602625,ETH/USD,0.01,308.3,-0.00002,0.20%,ETH,15-06-17 06:48:02,2793275475
37602626,ETH/USD,100,308.31,-0.2,0.20%,ETH,15-06-17 06:48:02,2793275475
37602629,ETH/USD,199.91145411,309,-0.39982291,0.20%,ETH,15-06-17 06:48:02,2793275475
37602624,ETH/USD,55,307.88,-0.11,0.20%,ETH,15-06-17 06:48:02,2793275475
36343373,ETH/USD,111.53201112,269,-60.00422198,0.20%,USD,09-06-17 15:31:11,2750284544
36343372,ETH/USD,18.97359206,269,-10.20779253,0.20%,USD,09-06-17 15:31:11,2750284544
36088442,BTC/USD,0.09,2833.1,-0.00018,0.20%,BTC,07-06-17 06:00:29,2732504179
36088253,ETH/USD,-1,260.04,-0.52008,0.20%,USD,07-06-17 05:57:22,2732489156
36088246,ETH/USD,-0.01008401,260.68,-0.0052574,0.20%,USD,07-06-17 05:57:22,2732489156
36088245,ETH/USD,-0.01008793,260.69,-0.00525964,0.20%,USD,07-06-17 05:57:22,2732489156
36088252,ETH/USD,-100,260.05,-52.01,0.20%,USD,07-06-17 05:57:22,2732489156
36088249,ETH/USD,-300,260.5,-156.3,0.20%,USD,07-06-17 05:57:22,2732489156
36088254,ETH/USD,-124.30751575,260.01,-64.64239434,0.20%,USD,07-06-17 05:57:22,2732489156
36088242,ETH/USD,-0.0135526,260.75,-0.00706768,0.20%,USD,07-06-17 05:57:22,2732489156
36088251,ETH/USD,-10,260.5,-5.21,0.20%,USD,07-06-17 05:57:22,2732489156
36088239,ETH/USD,-7.46602407,260.78,-3.89397951,0.20%,USD,07-06-17 05:57:22,2732489156
36088241,ETH/USD,-0.01004909,260.76,-0.0052408,0.20%,USD,07-06-17 05:57:22,2732489156
36088247,ETH/USD,-0.02900133,260.67,-0.01511955,0.20%,USD,07-06-17 05:57:22,2732489156
36088243,ETH/USD,-17.28538916,260.71,-9.01294762,0.20%,USD,07-06-17 05:57:22,2732489156
36088244,ETH/USD,-0.01007631,260.71,-0.00525399,0.20%,USD,07-06-17 05:57:22,2732489156
36088240,ETH/USD,-0.01001284,260.77,-0.0052221,0.20%,USD,07-06-17 05:57:22,2732489156
36088248,ETH/USD,-3.30690628,260.66,-1.72395638,0.20%,USD,07-06-17 05:57:22,2732489156
36088250,ETH/USD,-5,260.5,-2.605,0.20%,USD,07-06-17 05:57:22,2732489156
36088238,ETH/USD,-0.02893628,260.78,-0.01509201,0.20%,USD,07-06-17 05:57:22,2732489156
36088237,ETH/USD,-0.1,260.99,-0.052198,0.20%,USD,07-06-17 05:57:22,2732489156
36088231,ETH/USD,-30,261.11,-15.6666,0.20%,USD,07-06-17 05:57:22,2732489156
36088228,ETH/USD,-70,261.21,-36.5694,0.20%,USD,07-06-17 05:57:22,2732489156
36088230,ETH/USD,-50,261.15,-26.115,0.20%,USD,07-06-17 05:57:22,2732489156
36088234,ETH/USD,-1.81323977,261.02,-0.94658369,0.20%,USD,07-06-17 05:57:22,2732489156
36088235,ETH/USD,-300,261.01,-156.606,0.20%,USD,07-06-17 05:57:22,2732489156
36088229,ETH/USD,-4,261.2,-2.0896,0.20%,USD,07-06-17 05:57:22,2732489156
36088233,ETH/USD,-70,261.11,-36.5554,0.20%,USD,07-06-17 05:57:22,2732489156
36088227,ETH/USD,-0.87,261.4,-0.454836,0.20%,USD,07-06-17 05:57:22,2732489156
36088236,ETH/USD,-0.1916,261,-0.1000152,0.20%,USD,07-06-17 05:57:22,2732489156
36088232,ETH/USD,-49.921,261.11,-26.06974462,0.20%,USD,07-06-17 05:57:22,2732489156
36088225,ETH/USD,-42.6331399,261.5,-22.29713217,0.20%,USD,07-06-17 05:57:22,2732489156
36088226,ETH/USD,-11.98338468,261.5,-6.26731019,0.20%,USD,07-06-17 05:57:22,2732489156
35689424,ETH/USD,55.765,227.8,-0.11153,0.20%,ETH,04-06-17 06:52:56,2709023447
35689425,ETH/USD,43.339,227.81,-0.086678,0.20%,ETH,04-06-17 06:52:56,2709023447
35689426,ETH/USD,0.896,227.82,-0.001792,0.20%,ETH,04-06-17 06:52:56,2709023447
35689401,ETH/USD,60.096,228.02,-0.120192,0.20%,ETH,04-06-17 06:52:35,2709021161
35689402,ETH/USD,39.904,228.03,-0.079808,0.20%,ETH,04-06-17 06:52:35,2709021161
35689363,ETH/USD,640.57755089,229.79,-1.2811551,0.20%,ETH,04-06-17 06:52:08,2709018162
35689359,ETH/USD,7.91017185,229.54,-0.01582034,0.20%,ETH,04-06-17 06:52:08,2709018162
35689355,ETH/USD,1,229.27,-0.002,0.20%,ETH,04-06-17 06:52:08,2709018162
35689334,ETH/USD,0.151,227.24,-0.000302,0.20%,ETH,04-06-17 06:52:08,2709018162
35689330,ETH/USD,0.01050855,227.17,-0.00002102,0.20%,ETH,04-06-17 06:52:08,2709018162
35689344,ETH/USD,0.01039808,227.85,-0.0000208,0.20%,ETH,04-06-17 06:52:08,2709018162
35689343,ETH/USD,0.01064414,227.81,-0.00002129,0.20%,ETH,04-06-17 06:52:08,2709018162
35689341,ETH/USD,0.03687403,227.58,-0.00007375,0.20%,ETH,04-06-17 06:52:08,2709018162
35689358,ETH/USD,46.89394218,229.5,-0.09378788,0.20%,ETH,04-06-17 06:52:08,2709018162
35689346,ETH/USD,6,227.91,-0.012,0.20%,ETH,04-06-17 06:52:08,2709018162
35689350,ETH/USD,70,228.28,-0.14,0.20%,ETH,04-06-17 06:52:08,2709018162
35689345,ETH/USD,0.01076365,227.87,-0.00002153,0.20%,ETH,04-06-17 06:52:08,2709018162
35689342,ETH/USD,0.01079895,227.79,-0.0000216,0.20%,ETH,04-06-17 06:52:08,2709018162
35689337,ETH/USD,0.01075364,227.28,-0.00002151,0.20%,ETH,04-06-17 06:52:08,2709018162
35689360,ETH/USD,16,229.76,-0.032,0.20%,ETH,04-06-17 06:52:08,2709018162
35689357,ETH/USD,10,229.43,-0.02,0.20%,ETH,04-06-17 06:52:08,2709018162
35689349,ETH/USD,10,228.27,-0.02,0.20%,ETH,04-06-17 06:52:08,2709018162
35689354,ETH/USD,0.51338018,229.14,-0.00102676,0.20%,ETH,04-06-17 06:52:08,2709018162
35689352,ETH/USD,0.25,229,-0.0005,0.20%,ETH,04-06-17 06:52:08,2709018162
35689338,ETH/USD,0.01078337,227.36,-0.00002157,0.20%,ETH,04-06-17 06:52:08,2709018162
35689332,ETH/USD,0.01063014,227.23,-0.00002126,0.20%,ETH,04-06-17 06:52:08,2709018162
35689351,ETH/USD,6.08240576,228.39,-0.01216481,0.20%,ETH,04-06-17 06:52:08,2709018162
35689362,ETH/USD,15,229.78,-0.03,0.20%,ETH,04-06-17 06:52:08,2709018162
35689333,ETH/USD,0.01069976,227.24,-0.0000214,0.20%,ETH,04-06-17 06:52:08,2709018162
35689356,ETH/USD,5,229.33,-0.01,0.20%,ETH,04-06-17 06:52:08,2709018162
35689353,ETH/USD,100,229.03,-0.2,0.20%,ETH,04-06-17 06:52:08,2709018162
35689361,ETH/USD,15,229.78,-0.03,0.20%,ETH,04-06-17 06:52:08,2709018162
35689340,ETH/USD,0.01084665,227.54,-0.00002169,0.20%,ETH,04-06-17 06:52:08,2709018162
35689339,ETH/USD,0.0105705,227.5,-0.00002114,0.20%,ETH,04-06-17 06:52:08,2709018162
35689331,ETH/USD,0.01064329,227.22,-0.00002129,0.20%,ETH,04-06-17 06:52:08,2709018162
35689347,ETH/USD,0.01041319,227.92,-0.00002083,0.20%,ETH,04-06-17 06:52:08,2709018162
35689335,ETH/USD,0.0417012,227.25,-0.0000834,0.20%,ETH,04-06-17 06:52:08,2709018162
35689348,ETH/USD,48.275,227.92,-0.09655,0.20%,ETH,04-06-17 06:52:08,2709018162
35689336,ETH/USD,1.12952,227.25,-0.00225904,0.20%,ETH,04-06-17 06:52:08,2709018162
35689128,ETH/USD,7.659934,228.8,-3.5051858,0.20%,USD,04-06-17 06:50:39,2709008912
35689135,ETH/USD,332.5206718,229.13,-152.38092306,0.20%,USD,04-06-17 06:50:39,2709008912
35689134,ETH/USD,0.25,229.01,-0.0005,0.20%,ETH,04-06-17 06:50:39,2709008912
35689126,ETH/USD,1,228.75,-0.002,0.20%,ETH,04-06-17 06:50:39,2709008912
35689117,ETH/USD,0.01042665,228.01,-0.00002085,0.20%,ETH,04-06-17 06:50:39,2709008912
35689116,ETH/USD,0.01060394,227.98,-0.00002121,0.20%,ETH,04-06-17 06:50:39,2709008912
35689115,ETH/USD,0.63715675,227.97,-0.29050525,0.20%,USD,04-06-17 06:50:39,2709008912
35689106,ETH/USD,0.01083301,227.54,-0.00002167,0.20%,ETH,04-06-17 06:50:39,2709008912
35689118,ETH/USD,10,228.08,-4.5616,0.20%,USD,04-06-17 06:50:39,2709008912
35689114,ETH/USD,14.677,227.95,-6.6912443,0.20%,USD,04-06-17 06:50:39,2709008912
35689132,ETH/USD,5,229,-0.01,0.20%,ETH,04-06-17 06:50:39,2709008912
35689131,ETH/USD,0.11769,228.98,-0.00023538,0.20%,ETH,04-06-17 06:50:39,2709008912
35689124,ETH/USD,5,228.7,-2.287,0.20%,USD,04-06-17 06:50:39,2709008912
35689122,ETH/USD,100,228.49,-45.698,0.20%,USD,04-06-17 06:50:39,2709008912
35689112,ETH/USD,15.939,227.94,-7.26627132,0.20%,USD,04-06-17 06:50:39,2709008912
35689121,ETH/USD,62.43372252,228.39,-28.51847577,0.20%,USD,04-06-17 06:50:39,2709008912
35689123,ETH/USD,1,228.5,-0.457,0.20%,USD,04-06-17 06:50:39,2709008912
