#,PAIR,AMOUNT,PRICE,FEE,FEE PERC,FEE CURRENCY,DATE,ORDER ID
346655871,ETH/USD,-402.999,162.3,-130.8134754,0.20%,USD,02-04-19 20:17:29,23707206515
346655866,ETH/USD,-8.5573355,162.33,-2.77822454,0.20%,USD,02-04-19 20:17:29,23707206515
346655867,ETH/USD,-6,162.31,-1.94772,0.20%,USD,02-04-19 20:17:29,23707206515
346655864,ETH/USD,-6.83196878,162.33,-2.21806698,0.20%,USD,02-04-19 20:17:29,23707206515
346655865,ETH/USD,-24.96585407,162.33,-8.10541418,0.20%,USD,02-04-19 20:17:29,23707206515
346655868,ETH/USD,-5,162.31,-1.6231,0.20%,USD,02-04-19 20:17:29,23707206515
346655869,ETH/USD,-2.42044173,162.30439577,-0.78569666,0.20%,USD,02-04-19 20:17:29,23707206515
346655853,ETH/USD,-5,162.47502593,-1.62475026,0.20%,USD,02-04-19 20:17:29,23707206515
346655859,ETH/USD,-12.23388945,162.44,-3.974546,0.20%,USD,02-04-19 20:17:29,23707206515
346655862,ETH/USD,-10.01337844,162.36,-3.25154425,0.20%,USD,02-04-19 20:17:29,23707206515
346655856,ETH/USD,-20,162.46,-6.4984,0.20%,USD,02-04-19 20:17:29,23707206515
346655861,ETH/USD,-10,162.4,-3.248,0.20%,USD,02-04-19 20:17:29,23707206515
346655860,ETH/USD,-4.14572488,162.42,-1.34669727,0.20%,USD,02-04-19 20:17:29,23707206515
346655855,ETH/USD,-3,162.47,-0.97482,0.20%,USD,02-04-19 20:17:29,23707206515
346655858,ETH/USD,-15.911,162.45,-5.1694839,0.20%,USD,02-04-19 20:17:29,23707206515
346655863,ETH/USD,-0.91597971,162.35,-0.29741861,0.20%,USD,02-04-19 20:17:29,23707206515
346655857,ETH/USD,-1.53266093,162.46,-0.49799219,0.20%,USD,02-04-19 20:17:29,23707206515
346655852,ETH/USD,-24.96585407,162.49,-8.11340326,0.20%,USD,02-04-19 20:17:29,23707206515
346655848,ETH/USD,-12.27223679,162.6,-3.9909314,0.20%,USD,02-04-19 20:17:29,23707206515
346655844,ETH/USD,-39.27256795,162.62,-12.77301,0.20%,USD,02-04-19 20:17:29,23707206515
346655850,ETH/USD,-0.625,162.52,-0.20315,0.20%,USD,02-04-19 20:17:29,23707206515
346655849,ETH/USD,-9.02074472,162.57,-2.93300494,0.20%,USD,02-04-19 20:17:29,23707206515
346655847,ETH/USD,-12.23388945,162.6,-3.97846085,0.20%,USD,02-04-19 20:17:29,23707206515
346655846,ETH/USD,-56,162.61,-18.21232,0.20%,USD,02-04-19 20:17:29,23707206515
346655845,ETH/USD,-12.13313017,162.61,-3.94593659,0.20%,USD,02-04-19 20:17:29,23707206515
346655843,ETH/USD,-1.2,162.62,-0.390288,0.20%,USD,02-04-19 20:17:29,23707206515
346655851,ETH/USD,-176.185,162.51,-57.2636487,0.20%,USD,02-04-19 20:17:29,23707206515
346655842,ETH/USD,-9.70851427,162.63,-3.15779135,0.20%,USD,02-04-19 20:17:29,23707206515
346655841,ETH/USD,-6,162.65,-1.9518,0.20%,USD,02-04-19 20:17:29,23707206515
346655836,ETH/USD,-1,162.69,-0.32538,0.20%,USD,02-04-19 20:17:29,23707206515
346655840,ETH/USD,-24.96585407,162.65,-8.12139233,0.20%,USD,02-04-19 20:17:29,23707206515
346655837,ETH/USD,-12.40628132,162.67,-4.03625956,0.20%,USD,02-04-19 20:17:29,23707206515
346655838,ETH/USD,-3,162.66255321,-0.97597532,0.20%,USD,02-04-19 20:17:29,23707206515
346655831,ETH/USD,-7.523425,162.82,-2.44992812,0.20%,USD,02-04-19 20:17:29,23707206515
346655832,ETH/USD,-2.27337424,162.78,-0.74011972,0.20%,USD,02-04-19 20:17:29,23707206515
346655835,ETH/USD,-12.23388945,162.76,-3.98237569,0.20%,USD,02-04-19 20:17:29,23707206515
346655833,ETH/USD,-12.13313184,162.77,-3.94981974,0.20%,USD,02-04-19 20:17:29,23707206515
346655834,ETH/USD,-0.625,162.76,-0.20345,0.20%,USD,02-04-19 20:17:29,23707206515
346655830,ETH/USD,-0.2,162.82,-0.065128,0.20%,USD,02-04-19 20:17:29,23707206515
346655829,ETH/USD,-22.5,162.93,-7.33185,0.20%,USD,02-04-19 20:17:29,23707206515
346655828,ETH/USD,-12.23388945,162.93,-3.98653522,0.20%,USD,02-04-19 20:17:29,23707206515
346655827,ETH/USD,-12.13313184,162.94,-3.953945,0.20%,USD,02-04-19 20:17:29,23707206515
346655825,ETH/USD,-12.7816,162.96895203,-4.16600791,0.20%,USD,02-04-19 20:17:29,23707206515
346652412,ETH/USD,12.1510266,163.52,-3.97387174,0.20%,USD,02-04-19 20:11:28,23707009008
346652411,ETH/USD,402.999,163.52,-131.79679296,0.20%,USD,02-04-19 20:11:28,23707009008
346652413,ETH/USD,9.14029552,163.53,-2.98942505,0.20%,USD,02-04-19 20:11:28,23707009008
346652405,ETH/USD,0.2,163.45685373,-0.06538274,0.20%,USD,02-04-19 20:11:28,23707009008
346652407,ETH/USD,7.48359459,163.46,-2.44653674,0.20%,USD,02-04-19 20:11:28,23707009008
346652409,ETH/USD,10.01081103,163.49,-3.27333499,0.20%,USD,02-04-19 20:11:28,23707009008
346652402,ETH/USD,24.96990738,163.42,-8.16116453,0.20%,USD,02-04-19 20:11:28,23707009008
346652403,ETH/USD,38.283,163.45,-12.5147127,0.20%,USD,02-04-19 20:11:28,23707009008
346652404,ETH/USD,56,163.45,-18.3064,0.20%,USD,02-04-19 20:11:28,23707009008
346652408,ETH/USD,150,163.49,-49.047,0.20%,USD,02-04-19 20:11:28,23707009008
346652401,ETH/USD,12.21589614,163.38,-3.99166622,0.20%,USD,02-04-19 20:11:28,23707009008
346652398,ETH/USD,0.2,163.37845179,-0.06535138,0.20%,USD,02-04-19 20:11:28,23707009008
346652400,ETH/USD,8.994,163.38,-2.93887944,0.20%,USD,02-04-19 20:11:28,23707009008
346652396,ETH/USD,20,163.36725199,-6.53469008,0.20%,USD,02-04-19 20:11:28,23707009008
346652393,ETH/USD,15.967,163.31,-5.21514154,0.20%,USD,02-04-19 20:11:28,23707009008
346652395,ETH/USD,12.1510266,163.36,-3.96998341,0.20%,USD,02-04-19 20:11:28,23707009008
346652394,ETH/USD,20,163.32,-6.5328,0.20%,USD,02-04-19 20:11:28,23707009008
346652391,ETH/USD,0.2,163.28884956,-0.06531554,0.20%,USD,02-04-19 20:11:28,23707009008
346652389,ETH/USD,0.621875,163.26,-0.20305463,0.20%,USD,02-04-19 20:11:28,23707009008
346652390,ETH/USD,280.27483908,163.28,-91.52655145,0.20%,USD,02-04-19 20:11:28,23707009008
346652388,ETH/USD,9,163.25,-2.9385,0.20%,USD,02-04-19 20:11:28,23707009008
346652387,ETH/USD,24.96990738,163.25,-8.15267476,0.20%,USD,02-04-19 20:11:28,23707009008
346652382,ETH/USD,0.2,163.21044762,-0.06528418,0.20%,USD,02-04-19 20:11:28,23707009008
346652385,ETH/USD,5,163.24,-1.6324,0.20%,USD,02-04-19 20:11:28,23707009008
346652386,ETH/USD,20,163.24,-6.5296,0.20%,USD,02-04-19 20:11:28,23707009008
346652379,ETH/USD,0.433,163.21,-0.14133986,0.20%,USD,02-04-19 20:11:28,23707009008
346652378,ETH/USD,175.752,163.21,-57.36896784,0.20%,USD,02-04-19 20:11:28,23707009008
346652376,ETH/USD,372.98860208,163.2,-121.74347972,0.20%,USD,02-04-19 20:11:28,23707009008
346652380,ETH/USD,12.21589614,163.21,-3.98751282,0.20%,USD,02-04-19 20:11:28,23707009008
346652371,ETH/USD,9.73687274,163.19,-3.17792052,0.20%,USD,02-04-19 20:11:28,23707009008
346652374,ETH/USD,12.1510266,163.2,-3.96609508,0.20%,USD,02-04-19 20:11:28,23707009008
346652370,ETH/USD,62,163.15,-20.2306,0.20%,USD,02-04-19 20:11:28,23707009008
346652373,ETH/USD,20,163.2,-6.528,0.20%,USD,02-04-19 20:11:28,23707009008
346652367,ETH/USD,0.2,163.13204567,-0.06525282,0.20%,USD,02-04-19 20:11:28,23707009008
346652365,ETH/USD,7.34726885,163.12,-2.39697299,0.20%,USD,02-04-19 20:11:28,23707009008
346652363,ETH/USD,6,163.12,-1.95744,0.20%,USD,02-04-19 20:11:28,23707009008
346652362,ETH/USD,9.53478112,163.1,-3.1102456,0.20%,USD,02-04-19 20:11:28,23707009008
346652359,ETH/USD,24.96990738,163.09,-8.14468439,0.20%,USD,02-04-19 20:11:28,23707009008
346652360,ETH/USD,7.74,163.09,-2.5246332,0.20%,USD,02-04-19 20:11:28,23707009008
346652358,ETH/USD,12.29071841,163.08,-4.00874072,0.20%,USD,02-04-19 20:11:28,23707009008
346652357,ETH/USD,0.3,163.08,-0.097848,0.20%,USD,02-04-19 20:11:28,23707009008
346652356,ETH/USD,35.39188407,163.07,-11.54270907,0.20%,USD,02-04-19 20:11:28,23707009008
346652355,ETH/USD,0.5,163.06,-0.16306,0.20%,USD,02-04-19 20:11:28,23707009008
346652353,ETH/USD,1.5,163.05364373,-0.48916093,0.20%,USD,02-04-19 20:11:28,23707009008
346652351,ETH/USD,0.2,163.05364373,-0.06522146,0.20%,USD,02-04-19 20:11:28,23707009008
346652349,ETH/USD,4.65657488,163.05,-1.51850907,0.20%,USD,02-04-19 20:11:28,23707009008
346652346,ETH/USD,0.621875,163.01,-0.20274369,0.20%,USD,02-04-19 20:11:28,23707009008
346652348,ETH/USD,12.05086957,163.04,-3.92954755,0.20%,USD,02-04-19 20:11:28,23707009008
346652345,ETH/USD,1.62238658,163,-0.52889803,0.20%,USD,02-04-19 20:11:28,23707009008
346652350,ETH/USD,0.66329898,163.05,-0.2163018,0.20%,USD,02-04-19 20:11:28,23707009008
346652347,ETH/USD,1.004267,163.02,-0.32743121,0.20%,USD,02-04-19 20:11:28,23707009008
346652344,ETH/USD,1,163,-0.326,0.20%,USD,02-04-19 20:11:28,23707009008
346652341,ETH/USD,2.277,162.99764282,-0.74229127,0.20%,USD,02-04-19 20:11:28,23707009008
346652343,ETH/USD,2,163,-0.652,0.20%,USD,02-04-19 20:11:28,23707009008
346652340,ETH/USD,3,162.98,-0.97788,0.20%,USD,02-04-19 20:11:28,23707009008
346652337,ETH/USD,1.82953987,162.96,-0.59628363,0.20%,USD,02-04-19 20:11:28,23707009008
346652339,ETH/USD,6,162.96,-1.95552,0.20%,USD,02-04-19 20:11:28,23707009008
346652336,ETH/USD,24.96990738,162.93,-8.13669402,0.20%,USD,02-04-19 20:11:28,23707009008
346652333,ETH/USD,0.20925295,162.87,-0.06816206,0.20%,USD,02-04-19 20:11:28,23707009008
346652334,ETH/USD,1.2,162.88,-0.390912,0.20%,USD,02-04-19 20:11:28,23707009008
346652335,ETH/USD,0.91473897,162.9,-0.29802196,0.20%,USD,02-04-19 20:11:28,23707009008
346652331,ETH/USD,2.97163865,162.86824574,-0.96797115,0.20%,USD,02-04-19 20:11:28,23707009008
346652325,ETH/USD,2.97250168,162.85203921,-0.96815592,0.20%,USD,02-04-19 20:11:28,23707009008
346652327,ETH/USD,2.97237869,162.86227972,-0.96817674,0.20%,USD,02-04-19 20:11:28,23707009008
346652329,ETH/USD,2.346,162.86323949,-0.76415432,0.20%,USD,02-04-19 20:11:28,23707009008
346652324,ETH/USD,9.28375809,162.85,-3.02372001,0.20%,USD,02-04-19 20:11:28,23707009008
346652323,ETH/USD,0.2,162.83,-0.065132,0.20%,USD,02-04-19 20:11:28,23707009008
346652322,ETH/USD,0.621875,162.77,-0.20244519,0.20%,USD,02-04-19 20:11:28,23707009008
346652320,ETH/USD,2.328,162.72883616,-0.75766546,0.20%,USD,02-04-19 20:11:28,23707009008
346646625,ETH/USD,-40,162.12,-12.9696,0.20%,USD,02-04-19 19:56:38,23706595698
346646628,ETH/USD,-7.70974929,162.1,-2.49950072,0.20%,USD,02-04-19 19:56:38,23706595698
346646627,ETH/USD,-2.25836438,162.1,-0.73216173,0.20%,USD,02-04-19 19:56:38,23706595698
346646629,ETH/USD,-308.64550799,162.09,-100.05670078,0.20%,USD,02-04-19 19:56:38,23706595698
346646626,ETH/USD,-7.16255559,162.12,-2.32238702,0.20%,USD,02-04-19 19:56:38,23706595698
346646619,ETH/USD,-77.37,162.2,-25.098828,0.20%,USD,02-04-19 19:56:38,23706595698
346646623,ETH/USD,-1.5,162.17524066,-0.48652572,0.20%,USD,02-04-19 19:56:38,23706595698
346646622,ETH/USD,-0.6,162.18,-0.194616,0.20%,USD,02-04-19 19:56:38,23706595698
346646620,ETH/USD,-5,162.19133002,-1.6219133,0.20%,USD,02-04-19 19:56:38,23706595698
346646617,ETH/USD,-20,162.22,-6.4888,0.20%,USD,02-04-19 19:56:38,23706595698
346646612,ETH/USD,-0.63462244,162.28,-0.20597306,0.20%,USD,02-04-19 19:56:38,23706595698
346646613,ETH/USD,-38.196,162.28,-12.39689376,0.20%,USD,02-04-19 19:56:38,23706595698
346646614,ETH/USD,-150,162.25,-48.675,0.20%,USD,02-04-19 19:56:38,23706595698
346646616,ETH/USD,-12.2284636,162.25,-3.96813644,0.20%,USD,02-04-19 19:56:38,23706595698
346646618,ETH/USD,-2,162.2,-0.6488,0.20%,USD,02-04-19 19:56:38,23706595698
346646615,ETH/USD,-9,162.25,-2.9205,0.20%,USD,02-04-19 19:56:38,23706595698
346646608,ETH/USD,-24.94070437,162.3,-8.09575264,0.20%,USD,02-04-19 19:56:38,23706595698
346646607,ETH/USD,-5,162.32,-1.6232,0.20%,USD,02-04-19 19:56:38,23706595698
346646611,ETH/USD,-20,162.3,-6.492,0.20%,USD,02-04-19 19:56:38,23706595698
346646601,ETH/USD,-6.86878254,162.35,-2.23029369,0.20%,USD,02-04-19 19:56:38,23706595698
346646605,ETH/USD,-20,162.33,-6.4932,0.20%,USD,02-04-19 19:56:38,23706595698
346646600,ETH/USD,-6,162.38,-1.94856,0.20%,USD,02-04-19 19:56:38,23706595698
346646603,ETH/USD,-12.16257843,162.33,-3.94870271,0.20%,USD,02-04-19 19:56:38,23706595698
346646602,ETH/USD,-373.62868277,162.34,-121.30976072,0.20%,USD,02-04-19 19:56:38,23706595698
346646599,ETH/USD,-15.918,162.38,-5.16952968,0.20%,USD,02-04-19 19:56:38,23706595698
346646597,ETH/USD,-0.41,162.43,-0.1331926,0.20%,USD,02-04-19 19:56:38,23706595698
346646598,ETH/USD,-12.2284636,162.41,-3.97204955,0.20%,USD,02-04-19 19:56:38,23706595698
346646594,ETH/USD,-5,162.44,-1.6244,0.20%,USD,02-04-19 19:56:38,23706595698
346646593,ETH/USD,-7.65719044,162.44,-2.48766803,0.20%,USD,02-04-19 19:56:38,23706595698
346646589,ETH/USD,-24.94070437,162.46,-8.10373366,0.20%,USD,02-04-19 19:56:38,23706595698
346646585,ETH/USD,-3,162.51,-0.97506,0.20%,USD,02-04-19 19:56:38,23706595698
346646586,ETH/USD,-11.99320566,162.49,-3.89755198,0.20%,USD,02-04-19 19:56:38,23706595698
346646587,ETH/USD,-2.41623711,162.47193683,-0.78514145,0.20%,USD,02-04-19 19:56:38,23706595698
346646590,ETH/USD,-1.678,162.44407614,-0.54516232,0.20%,USD,02-04-19 19:56:38,23706595698
346646584,ETH/USD,-61.05644601,162.52,-19.84578721,0.20%,USD,02-04-19 19:56:38,23706595698
346646579,ETH/USD,-1.664,162.54488959,-0.54094939,0.20%,USD,02-04-19 19:56:38,23706595698
346646583,ETH/USD,-10,162.52,-3.2504,0.20%,USD,02-04-19 19:56:38,23706595698
346646578,ETH/USD,-2.84378412,162.55,-0.92451422,0.20%,USD,02-04-19 19:56:38,23706595698
346646581,ETH/USD,-4.12286126,162.5336881,-1.34020769,0.20%,USD,02-04-19 19:56:38,23706595698
346646575,ETH/USD,-2.42337454,162.55041726,-0.78784109,0.20%,USD,02-04-19 19:56:38,23706595698
346646574,ETH/USD,-12.01411737,162.58,-3.9065104,0.20%,USD,02-04-19 19:56:38,23706595698
346646577,ETH/USD,-0.5,162.55,-0.16255,0.20%,USD,02-04-19 19:56:38,23706595698
346646573,ETH/USD,-1.82405096,162.58,-0.59310841,0.20%,USD,02-04-19 19:56:38,23706595698
346646572,ETH/USD,-4.24567996,162.59,-1.38061021,0.20%,USD,02-04-19 19:56:38,23706595698
346646568,ETH/USD,-1.4,162.66,-0.455448,0.20%,USD,02-04-19 19:56:38,23706595698
346646566,ETH/USD,-2.658,162.66810603,-0.86474365,0.20%,USD,02-04-19 19:56:38,23706595698
346646569,ETH/USD,-1.736,162.63450155,-0.56466699,0.20%,USD,02-04-19 19:56:38,23706595698
346646571,ETH/USD,-24.94070437,162.63,-8.1122135,0.20%,USD,02-04-19 19:56:38,23706595698
346646565,ETH/USD,-6,162.67,-1.95204,0.20%,USD,02-04-19 19:56:38,23706595698
346646564,ETH/USD,-1.53369545,162.7,-0.4990645,0.20%,USD,02-04-19 19:56:38,23706595698
346646560,ETH/USD,-31.75732719,162.75,-10.33701,0.20%,USD,02-04-19 19:56:38,23706595698
346646562,ETH/USD,-279.05871293,162.73,-90.82244871,0.20%,USD,02-04-19 19:56:38,23706595698
346646559,ETH/USD,-24.94070437,162.79,-8.12019453,0.20%,USD,02-04-19 19:56:38,23706595698
346646558,ETH/USD,-20,162.8,-6.512,0.20%,USD,02-04-19 19:56:38,23706595698
346646561,ETH/USD,-176.185,162.74,-57.3446938,0.20%,USD,02-04-19 19:56:38,23706595698
346646563,ETH/USD,-12.26880961,162.72,-3.9927614,0.20%,USD,02-04-19 19:56:38,23706595698
346646557,ETH/USD,-0.94291258,162.81,-0.30703119,0.20%,USD,02-04-19 19:56:38,23706595698
346646553,ETH/USD,-2.37560539,162.86,-0.77378219,0.20%,USD,02-04-19 19:56:38,23706595698
346646551,ETH/USD,-12.40628132,162.87,-4.04122208,0.20%,USD,02-04-19 19:56:38,23706595698
346646556,ETH/USD,-2.37630483,162.83,-0.77386743,0.20%,USD,02-04-19 19:56:38,23706595698
346646554,ETH/USD,-15,162.84732995,-4.8854199,0.20%,USD,02-04-19 19:56:38,23706595698
346646549,ETH/USD,-10,162.99,-3.2598,0.20%,USD,02-04-19 19:56:38,23706595698
346646548,ETH/USD,-1,163.01,-0.32602,0.20%,USD,02-04-19 19:56:38,23706595698
346646547,ETH/USD,-26.41791966,163.01,-8.61277017,0.20%,USD,02-04-19 19:56:38,23706595698
346646550,ETH/USD,-0.2,162.92,-0.065168,0.20%,USD,02-04-19 19:56:38,23706595698
346646545,ETH/USD,-6.8912855,163.01,-2.2466969,0.20%,USD,02-04-19 19:56:38,23706595698
346646546,ETH/USD,-3.06861,163.01,-1.00042823,0.20%,USD,02-04-19 19:56:38,23706595698
346513632,BTC/USD,0.01,4887.2,-0.097744,0.20%,USD,02-04-19 12:42:12,23695625583
346513299,ETH/USD,85.73178286,160.55,-27.52847548,0.20%,USD,02-04-19 12:41:48,23695612061
346513295,ETH/USD,15.167,160.52487547,-4.86936157,0.20%,USD,02-04-19 12:41:48,23695612061
346513297,ETH/USD,164.479,160.53,-52.80762774,0.20%,USD,02-04-19 12:41:48,23695612061
346513298,ETH/USD,2.60302657,160.54,-0.83577977,0.20%,USD,02-04-19 12:41:48,23695612061
346513292,ETH/USD,1.5,160.44734334,-0.48134203,0.20%,USD,02-04-19 12:41:48,23695612061
346513289,ETH/USD,36.362,160.40251939,-11.66511282,0.20%,USD,02-04-19 12:41:48,23695612061
346513291,ETH/USD,8.53280049,160.41,-2.73749305,0.20%,USD,02-04-19 12:41:48,23695612061
346513294,ETH/USD,1,160.49,-0.32098,0.20%,USD,02-04-19 12:41:48,23695612061
346513281,ETH/USD,49.36,160.4,-15.834688,0.20%,USD,02-04-19 12:41:48,23695612061
346513284,ETH/USD,0.621875,160.4,-0.1994975,0.20%,USD,02-04-19 12:41:48,23695612061
346513280,ETH/USD,0.20038825,160.4,-0.06428455,0.20%,USD,02-04-19 12:41:48,23695612061
346513279,ETH/USD,0.621875,160.4,-0.1994975,0.20%,USD,02-04-19 12:41:48,23695612061
346513277,ETH/USD,35,160.35,-11.2245,0.20%,USD,02-04-19 12:41:48,23695612061
346513278,ETH/USD,12,160.37,-3.84888,0.20%,USD,02-04-19 12:41:48,23695612061
346513274,ETH/USD,9.99936145,160.33,-3.20639524,0.20%,USD,02-04-19 12:41:48,23695612061
346513271,ETH/USD,5.73532154,160.22,-1.83782643,0.20%,USD,02-04-19 12:41:48,23695612061
346513270,ETH/USD,9,160.2,-2.8836,0.20%,USD,02-04-19 12:41:48,23695612061
346513273,ETH/USD,9.38041805,160.29,-3.00717442,0.20%,USD,02-04-19 12:41:48,23695612061
346513272,ETH/USD,10,160.29,-3.2058,0.20%,USD,02-04-19 12:41:48,23695612061
346513267,ETH/USD,0.621875,160.17,-0.19921144,0.20%,USD,02-04-19 12:41:48,23695612061
346513269,ETH/USD,150,160.17,-48.051,0.20%,USD,02-04-19 12:41:48,23695612061
346513262,ETH/USD,2.59533142,160.13,-0.83118084,0.20%,USD,02-04-19 12:41:48,23695612061
346513263,ETH/USD,7.64091367,160.13,-2.44707901,0.20%,USD,02-04-19 12:41:48,23695612061
346513265,ETH/USD,15.151,160.15598764,-4.85304674,0.20%,USD,02-04-19 12:41:48,23695612061
346513264,ETH/USD,7.92200989,160.13,-2.53710289,0.20%,USD,02-04-19 12:41:48,23695612061
346513268,ETH/USD,0.621875,160.17,-0.19921144,0.20%,USD,02-04-19 12:41:48,23695612061
346513261,ETH/USD,20,160.05,-6.402,0.20%,USD,02-04-19 12:41:48,23695612061
346513260,ETH/USD,99.93,160.03,-31.9835958,0.20%,USD,02-04-19 12:41:48,23695612061
346513259,ETH/USD,5.11748,160.01,-1.63769595,0.20%,USD,02-04-19 12:41:48,23695612061
346513257,ETH/USD,1,159.99,-0.31998,0.20%,USD,02-04-19 12:41:48,23695612061
346513254,ETH/USD,9.58720793,159.96,-3.06713956,0.20%,USD,02-04-19 12:41:48,23695612061
346513256,ETH/USD,0.901,159.98,-0.28828396,0.20%,USD,02-04-19 12:41:48,23695612061
346513255,ETH/USD,175.284,159.98,-56.08386864,0.20%,USD,02-04-19 12:41:48,23695612061
346513251,ETH/USD,3,159.94,-0.95964,0.20%,USD,02-04-19 12:41:48,23695612061
346513258,ETH/USD,6,160,-1.92,0.20%,USD,02-04-19 12:41:48,23695612061
346513252,ETH/USD,36.351,159.95,-11.6286849,0.20%,USD,02-04-19 12:41:48,23695612061
346513253,ETH/USD,20,159.96,-6.3984,0.20%,USD,02-04-19 12:41:48,23695612061
346513247,ETH/USD,5,159.93,-1.5993,0.20%,USD,02-04-19 12:41:48,23695612061
346513249,ETH/USD,20,159.93186787,-6.39727471,0.20%,USD,02-04-19 12:41:48,23695612061
346513244,ETH/USD,348.17432016,159.83,-111.29740318,0.20%,USD,02-04-19 12:41:48,23695612061
346513245,ETH/USD,103.6622,159.86,-33.14287858,0.20%,USD,02-04-19 12:41:48,23695612061
346513248,ETH/USD,5,159.93,-1.5993,0.20%,USD,02-04-19 12:41:48,23695612061
346513246,ETH/USD,8.49624745,159.9,-2.71709993,0.20%,USD,02-04-19 12:41:48,23695612061
346513243,ETH/USD,1.53644773,159.81,-0.49107942,0.20%,USD,02-04-19 12:41:48,23695612061
346513242,ETH/USD,15.142,159.81,-4.83968604,0.20%,USD,02-04-19 12:41:48,23695612061
346513241,ETH/USD,7.63640565,159.78,-2.44028979,0.20%,USD,02-04-19 12:41:48,23695612061
346513235,ETH/USD,1.5467581,159.71,-0.49406547,0.20%,USD,02-04-19 12:41:48,23695612061
346513239,ETH/USD,7.18563917,159.75,-2.29581171,0.20%,USD,02-04-19 12:41:48,23695612061
346513238,ETH/USD,0.3178,159.74,-0.10153074,0.20%,USD,02-04-19 12:41:48,23695612061
346513237,ETH/USD,40,159.73,-12.7784,0.20%,USD,02-04-19 12:41:48,23695612061
346513236,ETH/USD,6,159.72,-1.91664,0.20%,USD,02-04-19 12:41:48,23695612061
346513240,ETH/USD,63.87154968,159.77,-20.40951498,0.20%,USD,02-04-19 12:41:48,23695612061
346513232,ETH/USD,10.09926873,159.62,-3.22409055,0.20%,USD,02-04-19 12:41:48,23695612061
346513231,ETH/USD,9.21344349,159.6,-2.94093116,0.20%,USD,02-04-19 12:41:48,23695612061
