#,DESCRIPTION,CURRENCY,AMOUNT,BALANCE,DATE,WALLET
1963531558,Trading fees for 1.2 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-0.504,189675.67021331,11-10-18 01:06:46,margin
1963531552,Trading fees for 0.32 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-0.1344,189676.17421331,11-10-18 01:06:46,margin
1963531530,Trading fees for 0.11786237 ETH (ETHUSD) @ 210.04 on BFX (0.2%) on wallet margin,USD,-0.04951162,189676.30861331,11-10-18 01:06:46,margin
1963531521,Trading fees for 0.25 ETH (ETHUSD) @ 210.11 on BFX (0.2%) on wallet margin,USD,-0.105055,189676.35812493,11-10-18 01:06:46,margin
1963531518,Trading fees for 0.1 ETH (ETHUSD) @ 210.11 on BFX (0.2%) on wallet margin,USD,-0.042022,189676.46317993,11-10-18 01:06:46,margin
1963531491,Trading fees for 3.06835714 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-1.28871,189676.50520193,11-10-18 01:06:46,margin
1963531471,Trading fees for 0.94553706 ETH (ETHUSD) @ 210.26 on BFX (0.2%) on wallet margin,USD,-0.39761724,189677.79391193,11-10-18 01:06:46,margin
1963531445,Trading fees for 8.4 ETH (ETHUSD) @ 210.05 on BFX (0.2%) on wallet margin,USD,-3.52884,189678.19152917,11-10-18 01:06:46,margin
1963531442,Trading fees for 0.2565093 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-0.10773391,189681.72036917,11-10-18 01:06:46,margin
1963531438,Trading fees for 50.0 ETH (ETHUSD) @ 210.1 on BFX (0.2%) on wallet margin,USD,-21.01,189681.82810308,11-10-18 01:06:46,margin
1963531430,Trading fees for 30.0 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-12.6,189702.83810308,11-10-18 01:06:46,margin
1963531425,Trading fees for 0.6057846 ETH (ETHUSD) @ 210.08 on BFX (0.2%) on wallet margin,USD,-0.25452646,189715.43810308,11-10-18 01:06:46,margin
1963531424,Trading fees for 5.0 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-2.1,189715.69262954,11-10-18 01:06:46,margin
1963531384,Trading fees for 0.1 ETH (ETHUSD) @ 210.08 on BFX (0.2%) on wallet margin,USD,-0.042016,189717.79262954,11-10-18 01:06:46,margin
1963531348,Trading fees for 0.06049632 ETH (ETHUSD) @ 210.1 on BFX (0.2%) on wallet margin,USD,-0.02542055,189717.83464554,11-10-18 01:06:46,margin
1963531339,Trading fees for 5.79635343 ETH (ETHUSD) @ 210.06 on BFX (0.2%) on wallet margin,USD,-2.435164,189717.86006609,11-10-18 01:06:46,margin
1963531296,Trading fees for 1.0 ETH (ETHUSD) @ 210.04 on BFX (0.2%) on wallet margin,USD,-0.42008,189720.29523009,11-10-18 01:06:46,margin
1963531288,Trading fees for 0.06 ETH (ETHUSD) @ 210.14 on BFX (0.2%) on wallet margin,USD,-0.0252168,189720.71531009,11-10-18 01:06:46,margin
1963531239,Trading fees for 0.11655018 ETH (ETHUSD) @ 210.03 on BFX (0.2%) on wallet margin,USD,-0.04895807,189720.74052689,11-10-18 01:06:46,margin
1963531190,Trading fees for 2.23416211 ETH (ETHUSD) @ 210.2 on BFX (0.2%) on wallet margin,USD,-0.93924175,189720.78948496,11-10-18 01:06:46,margin
1963531173,Trading fees for 0.60252969 ETH (ETHUSD) @ 210.2 on BFX (0.2%) on wallet margin,USD,-0.25330348,189721.72872671,11-10-18 01:06:46,margin
1963531169,Trading fees for 1.6 ETH (ETHUSD) @ 210.0 on BFX (0.2%) on wallet margin,USD,-0.672,189721.98203019,11-10-18 01:06:46,margin
1963531160,Trading fees for 71.5 ETH (ETHUSD) @ 210.15 on BFX (0.2%) on wallet margin,USD,-30.05145,189722.65403019,11-10-18 01:06:46,margin
1963531140,Trading fees for 271.31820518 ETH (ETHUSD) @ 210.11 on BFX (0.2%) on wallet margin,USD,-114.01333618,189752.70548019,11-10-18 01:06:46,margin
1963531134,Trading fees for 4.0 ETH (ETHUSD) @ 210.11 on BFX (0.2%) on wallet margin,USD,-1.68088,189866.71881637,11-10-18 01:06:46,margin
1963531126,Trading fees for 0.1 ETH (ETHUSD) @ 210.17 on BFX (0.2%) on wallet margin,USD,-0.042034,189868.39969637,11-10-18 01:06:46,margin
1963531064,Trading fees for 0.06 ETH (ETHUSD) @ 210.25 on BFX (0.2%) on wallet margin,USD,-0.02523,189868.44173037,11-10-18 01:06:46,margin
1963531059,Trading fees for 0.06049632 ETH (ETHUSD) @ 210.28 on BFX (0.2%) on wallet margin,USD,-0.02544233,189868.46696037,11-10-18 01:06:46,margin
1963531044,Trading fees for 7.0 ETH (ETHUSD) @ 210.29 on BFX (0.2%) on wallet margin,USD,-2.94406,189868.4924027,11-10-18 01:06:46,margin
1963531023,Trading fees for 0.14057507 ETH (ETHUSD) @ 210.3 on BFX (0.2%) on wallet margin,USD,-0.05912587,189871.4364627,11-10-18 01:06:46,margin
1963530997,Trading fees for 0.59927478 ETH (ETHUSD) @ 210.32 on BFX (0.2%) on wallet margin,USD,-0.25207894,189871.49558857,11-10-18 01:06:46,margin
1963530993,Trading fees for 3.3 ETH (ETHUSD) @ 210.37 on BFX (0.2%) on wallet margin,USD,-1.388442,189871.74766751,11-10-18 01:06:46,margin
1963530986,Trading fees for 2.4 ETH (ETHUSD) @ 210.4 on BFX (0.2%) on wallet margin,USD,-1.00992,189873.13610951,11-10-18 01:06:46,margin
1963530973,Trading fees for 8.4 ETH (ETHUSD) @ 210.62 on BFX (0.2%) on wallet margin,USD,-3.538416,189874.14602951,11-10-18 01:06:46,margin
1963530966,Trading fees for 0.59276496 ETH (ETHUSD) @ 210.56 on BFX (0.2%) on wallet margin,USD,-0.24962518,189877.68444551,11-10-18 01:06:46,margin
1963530962,Trading fees for 0.59601987 ETH (ETHUSD) @ 210.44 on BFX (0.2%) on wallet margin,USD,-0.25085284,189877.93407069,11-10-18 01:06:46,margin
1963530870,Trading fees for 10.0 ETH (ETHUSD) @ 210.42 on BFX (0.2%) on wallet margin,USD,-4.2084,189878.18492353,11-10-18 01:06:46,margin
1963530867,Trading fees for 0.06 ETH (ETHUSD) @ 210.43 on BFX (0.2%) on wallet margin,USD,-0.0252516,189882.39332353,11-10-18 01:06:46,margin
1963530862,Trading fees for 20.0 ETH (ETHUSD) @ 210.33 on BFX (0.2%) on wallet margin,USD,-8.4132,189882.41857513,11-10-18 01:06:46,margin
1963530830,Trading fees for 8.4 ETH (ETHUSD) @ 210.34 on BFX (0.2%) on wallet margin,USD,-3.533712,189890.83177513,11-10-18 01:06:46,margin
1963530819,Trading fees for 10.0 ETH (ETHUSD) @ 210.39 on BFX (0.2%) on wallet margin,USD,-4.2078,189894.36548713,11-10-18 01:06:46,margin
1963530809,Trading fees for 0.06049632 ETH (ETHUSD) @ 210.64 on BFX (0.2%) on wallet margin,USD,-0.02548589,189898.57328713,11-10-18 01:06:46,margin
1963530804,Trading fees for 0.58951005 ETH (ETHUSD) @ 210.68 on BFX (0.2%) on wallet margin,USD,-0.24839595,189898.59877302,11-10-18 01:06:46,margin
1963530719,Trading fees for 0.1 ETH (ETHUSD) @ 210.7 on BFX (0.2%) on wallet margin,USD,-0.04214,189898.84716897,11-10-18 01:06:46,margin
1963530713,Trading fees for 2.0 ETH (ETHUSD) @ 210.5 on BFX (0.2%) on wallet margin,USD,-0.842,189898.88930897,11-10-18 01:06:46,margin
1963530708,Trading fees for 0.14057507 ETH (ETHUSD) @ 210.69 on BFX (0.2%) on wallet margin,USD,-0.05923552,189899.73130897,11-10-18 01:06:46,margin
1963530704,Trading fees for 10.0 ETH (ETHUSD) @ 210.5 on BFX (0.2%) on wallet margin,USD,-4.21,189899.79054449,11-10-18 01:06:46,margin
1963530696,Trading fees for 5.0 ETH (ETHUSD) @ 210.65 on BFX (0.2%) on wallet margin,USD,-2.1065,189904.00054449,11-10-18 01:06:46,margin
1963530680,Trading fees for 0.2 ETH (ETHUSD) @ 210.5 on BFX (0.2%) on wallet margin,USD,-0.0842,189906.10704449,11-10-18 01:06:46,margin
1963530671,Trading fees for 8.4 ETH (ETHUSD) @ 210.91 on BFX (0.2%) on wallet margin,USD,-3.543288,189906.19124449,11-10-18 01:06:46,margin
1963530660,Trading fees for 0.15 ETH (ETHUSD) @ 210.95 on BFX (0.2%) on wallet margin,USD,-0.063285,189909.73453249,11-10-18 01:06:46,margin
1963530625,Trading fees for 0.06049632 ETH (ETHUSD) @ 210.46 on BFX (0.2%) on wallet margin,USD,-0.02546411,189909.79781749,11-10-18 01:06:46,margin
1963530620,Trading fees for 12.31340545 ETH (ETHUSD) @ 210.66 on BFX (0.2%) on wallet margin,USD,-5.18788398,189909.8232816,11-10-18 01:06:46,margin
1963530611,Trading fees for 1.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-0.422,189915.01116558,11-10-18 01:06:46,margin
1963530604,Trading fees for 0.1 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-0.0422,189915.43316558,11-10-18 01:06:46,margin
1963530600,Trading fees for 0.58625514 ETH (ETHUSD) @ 210.8 on BFX (0.2%) on wallet margin,USD,-0.24716517,189915.47536558,11-10-18 01:06:46,margin
1963530557,Trading fees for 0.259 ETH (ETHUSD) @ 210.9 on BFX (0.2%) on wallet margin,USD,-0.1092462,189915.72253075,11-10-18 01:06:46,margin
1963530533,Trading fees for 2.37096047 ETH (ETHUSD) @ 210.71 on BFX (0.2%) on wallet margin,USD,-0.99917016,189915.83177695,11-10-18 01:06:46,margin
1963530531,Trading fees for 20.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-8.44,189916.83094711,11-10-18 01:06:46,margin
1963530522,Trading fees for 0.47784091 ETH (ETHUSD) @ 210.83 on BFX (0.2%) on wallet margin,USD,-0.2014864,189925.27094711,11-10-18 01:06:46,margin
1963530521,Trading fees for 1.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-0.422,189925.47243351,11-10-18 01:06:46,margin
1963530492,Trading fees for 0.47017393 ETH (ETHUSD) @ 210.97 on BFX (0.2%) on wallet margin,USD,-0.19838519,189925.89443351,11-10-18 01:06:46,margin
1963530489,Trading fees for 0.58300023 ETH (ETHUSD) @ 210.92 on BFX (0.2%) on wallet margin,USD,-0.24593282,189926.0928187,11-10-18 01:06:46,margin
1963530452,Trading fees for 4.74192095 ETH (ETHUSD) @ 210.71 on BFX (0.2%) on wallet margin,USD,-1.99834033,189926.33875152,11-10-18 01:06:46,margin
1963530429,Trading fees for 100.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-42.2,189928.33709185,11-10-18 01:06:45,margin
1963530420,Trading fees for 1.0 ETH (ETHUSD) @ 210.94 on BFX (0.2%) on wallet margin,USD,-0.42188,189970.53709185,11-10-18 01:06:45,margin
1963530404,Trading fees for 2.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-0.844,189970.95897185,11-10-18 01:06:45,margin
1963530403,Trading fees for 10.0 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-4.22,189971.80297185,11-10-18 01:06:45,margin
1963530393,Trading fees for 0.45104867 ETH (ETHUSD) @ 211.0 on BFX (0.2%) on wallet margin,USD,-0.19034254,189976.02297185,11-10-18 01:06:45,margin
